Customer_ID,Name,DOB,PAN,Email,Phone,Address,Segment,KYC_Status,Onboarding_Date
CUST_00404,Arvind Rao,1969-05-06,KQZYG7540D,arvindrao.404@yahoo.com,917946852255,"794, Station Road",Mass Retail,,2024-04-10
CUST_00417,Akash Kumar,1977-05-28,RCFPJ1999O,akashkumar.417@apexbankmail.com,919054515702,"35, MG Road",Mass Retail,,2025-10-20
CUST_00432,Lakshmi Nair,1984-06-25,,lakshminair.432@gmail.com,917575554676,"689, Lake View Road",Mass Retail,,2023-12-04
CUST_00441,Aarav Mehta,1983-06-02,CPQYI1936A,aaravmehta.441@gmail.com,919358748445,"578, Station Road",Privileged,,2022-02-28
CUST_00473,Divya Menon,1982-05-17,MAYLM6767G,divyamenon.473@gmail.com,919125387816,"362, Station Road",Mass Retail,,2023-09-14
CUST_00525,Dev Kulkarni,1950-04-15,QEDXW8908M,devkulkarni.525@gmail.com,916028819833,"195, Park Street",Mass Retail,,2026-01-02
CUST_00527,Bhavya Desai,1949-11-24,DAJXI9498I,bhavyadesai.527@apexbankmail.com,916140865603,"625, Park Street",Mass Retail,,2021-09-04
CUST_00537,Aditya Desai,1989-12-22,ABCDE123,adityadesai.537@outlook.com,917930865626,"789, Station Road",Wealth,,2026-05-13
CUST_00559,Charan Menon,1970-03-03,YRFUZ7833J,charanmenon.559@apexbankmail.com,917120504325,"71, MG Road",Mass Retail,,2021-03-23
CUST_00591,Bhavya Bose,1978-06-13,TPBTE9707D,bhavyabose.591@gmail.com,916691145674,"205, Park Street",Mass Retail,,2021-03-02
CUST_00603,Manish Joshi,1987-02-02,OFDHP1698A,manishjoshi.603@yahoo.com,916098820826,"183, Park Street",Mass Retail,,2026-03-24
CUST_00650,Bhavya Agarwal,1969-01-27,JIRNO1635X,bhavyaagarwal.650@outlook.com,918067881887,"69, MG Road",Privileged,,2024-06-19
CUST_00657,Arvind Kulkarni,1973-03-13,SDRPR7155O,arvindkulkarni.657@gmail.com,916441229258,"25, Lake View Road",Mass Retail,,2026-07-30
CUST_00732,Pranav Rao,1950-01-03,WIBSR4027O,pranavrao.732@gmail.com,916989109574,"141, Market Road",Mass Retail,,2021-12-23
CUST_00741,Sanjay Iyer,1994-03-28,SZGQO6147P,sanjayiyer.741@yahoo.com,918173780657,"95, Lake View Road",Mass Retail,,2025-07-01
CUST_00856,Ananya Bose,2004-12-02,IOFCZ5906K,ananyabose.856@apexbankmail.com,917596394764,"634, MG Road",Mass Retail,,2023-06-27
CUST_00916,Vikas Mehta,1986-12-02,REAUQ2507K,vikasmehta.916@apexbankmail.com,917957428325,"23, Market Road",Mass Retail,,2022-07-18
CUST_00934,Sneha Choudhary,1954-06-10,LVKXO2590K,snehachoudhary.934@gmail.com,916922822064,"416, Lake View Road",Mass Retail,,2026-12-04
CUST_00952,Meera Bose,1993-05-03,XAOTH8379J,meerabose.952@gmail.com,917846254533,"796, Station Road",Privileged,,2025-03-07
CUST_00997,Ananya Iyer,1997-05-25,HQUPX2295D,ananyaiyer.997@yahoo.com,917581049355,"723, Market Road",Mass Retail,,2021-11-14
CUST_01001,Nandini Choudhary,1988-04-13,KUYDQ7218V,nandinichoudhary.1001@outlook.com,917595606059,"200, MG Road",Mass Retail,,2024-06-02
CUST_01063,Priya Menon,1968-01-25,NGMWS9949A,priyamenon.1063@gmail.com,918881964566,"964, Lake View Road",Mass Retail,,2025-12-07
CUST_01067,Akash Reddy,1972-04-21,ZVOPL5749C,akashreddy.1067@yahoo.com,918698005099,"469, Station Road",Wealth,,2025-09-26
CUST_01083,Mohan Agarwal,1962-07-18,ZAZSI2091V,mohanagarwal.1083@outlook.com,917905906862,"838, Station Road",Mass Retail,,2023-08-15
CUST_01085,Aditi Rao,1964-10-16,ZLFXT7687I,aditirao.1085@outlook.com,918170784687,"998, Lake View Road",Mass Retail,,2026-03-08
CUST_01141,Manish Bose,1958-08-27,BMATE5843G,manishbose.1141@apexbankmail.com,916922462889,"267, Station Road",Mass Retail,,2024-05-28
CUST_01147,Rohan Agarwal,1950-12-25,DRKQC7735A,rohanagarwal.1147@yahoo.com,917105980762,"25, Station Road",Mass Retail,,2021-06-08
CUST_01166,Ravi Kumar,1979-06-18,SGIUT9888P,ravikumar.1166@apexbankmail.com,918848964879,"611, Lake View Road",Mass Retail,,2026-07-03
CUST_01171,Ravi Bose,1982-01-06,CZYOB9050I,ravibose.1171@gmail.com,918782410469,"246, MG Road",Mass Retail,,2025-03-29
CUST_01195,Raj Bose,1994-12-16,WQXAF5206B,rajbose.1195@apexbankmail.com,917237194044,"743, Lake View Road",Mass Retail,,2023-03-08
CUST_01233,Kiran Kulkarni,1965-10-24,LTESL8200O,kirankulkarni.1233@outlook.com,916514469754,"516, Lake View Road",Mass Retail,,2024-08-27
CUST_01239,Manish Desai,1977-11-13,KAOEU7410Q,manishdesai.1239@apexbankmail.com,916860932812,"357, Park Street",Privileged,,2022-11-10
CUST_01297,Kavya Menon,1961-02-08,EJKOY7882X,kavyamenon.1297@outlook.com,917355605686,"386, Station Road",Mass Retail,,2021-07-08
CUST_01304,Rohan Desai,1956-01-06,UHUSB9147Z,rohandesai.1304@yahoo.com,916036619518,"320, MG Road",Mass Retail,,2025-01-07
CUST_01312,Srinivas Bose,1952-10-08,VLGGI6590N,srinivasbose.1312@apexbankmail.com,916255518052,"215, Lake View Road",Mass Retail,,2022-04-26
CUST_01345,Vivek Singh,1992-02-06,RVGQC4671Q,viveksingh.1345@yahoo.com,918712061013,"366, Park Street",Mass Retail,,2022-04-06
CUST_01364,Raj Nair,1957-06-22,LVWWL1399J,rajnair.1364@gmail.com,918142272846,"565, MG Road",Mass Retail,,2026-02-21
CUST_01493,Priya Menon,1969-04-08,BEGEF6875E,priyamenon.1493@yahoo.com,918309351465,"849, MG Road",Privileged,,2023-10-13
CUST_01545,Arjun Sharma,1960-07-18,GZAZE2663Z,arjunsharma.1545@gmail.com,918033249664,"956, Market Road",Mass Retail,,2022-06-12
CUST_01570,Ravi Joshi,1952-11-07,YODZT6658C,ravijoshi.1570@gmail.com,916901538718,"439, Park Street",Mass Retail,,2024-10-12
CUST_01571,Arjun Sharma,2001-05-26,XCSPW2044R,arjunsharma.1571@outlook.com,919052030802,"801, Lake View Road",Privileged,,2026-03-14
CUST_01572,Arvind Kulkarni,1951-10-11,JYUOL5141F,arvindkulkarni.1572@apexbankmail.com,917469954956,"432, Lake View Road",Wealth,,2026-04-06
CUST_01573,Deepa Sharma,1970-09-02,KMIQP6872P,deepasharma.1573@yahoo.com,917105445257,"264, MG Road",Wealth,,2023-05-22
CUST_01574,Shreya Singh,1968-12-07,LHJMZ1118W,shreyasingh.1574@outlook.com,916224378368,"644, Park Street",Privileged,,2025-02-23
CUST_01630,Divya Naidu,2003-08-03,PDUWS6379O,divyanaidu.1630@gmail.com,916031416671,"906, Lake View Road",Mass Retail,,2024-11-24
CUST_01671,Nandini Gupta,1989-11-28,ELLRS1258P,nandinigupta.1671@yahoo.com,918969694119,"193, Park Street",Privileged,,2025-12-02
CUST_01711,Rohan Mehta,1969-01-01,KFHSH3600J,rohanmehta.1711@yahoo.com,918591229642,"420, Market Road",Privileged,,2024-05-07
CUST_01765,Nandini Joshi,1963-08-14,SISLK3893S,nandinijoshi.1765@outlook.com,917814657821,"312, Lake View Road",Mass Retail,,2025-02-19
CUST_01820,Pooja Singh,1970-01-15,ENTDE6296L,poojasingh.1820@gmail.com,919099538573,"732, Station Road",Wealth,,2022-09-30
CUST_01821,Aarav Iyer,1986-03-24,XDOUS4131L,aaraviyer.1821@gmail.com,916354188155,"767, Market Road",Mass Retail,,2022-07-07
CUST_01893,Kavya Kumar,2004-09-11,ORFSQ3199P,kavyakumar.1893@apexbankmail.com,917759490819,"332, Station Road",Privileged,,2025-01-05
CUST_01974,Vivek Bose,1983-03-16,ASKBE8123M,vivekbose.1974@apexbankmail.com,919921011847,"727, MG Road",Mass Retail,,2025-07-09
CUST_02037,Aditi Mehta,1986-07-14,UXFTQ6289K,aditimehta.2037@outlook.com,917649926631,"59, Station Road",Wealth,,2025-07-04
CUST_02063,Karan Singh,1980-08-20,NPDEG3573Q,karansingh.2063@yahoo.com,918768326901,"128, Station Road",Mass Retail,,2026-04-23
CUST_02088,Yash Reddy,2004-01-06,YEEEA6624I,yashreddy.2088@apexbankmail.com,916390983931,"972, Market Road",Privileged,,2025-10-18
CUST_02122,Sneha Kulkarni,1964-04-08,HRZKV6243S,snehakulkarni.2122@outlook.com,917278348745,"99, Park Street",Mass Retail,,2023-06-07
CUST_02149,Priya Rao,1978-12-26,PAHAS4405T,priyarao.2149@outlook.com,918943283803,"483, Park Street",Mass Retail,,2026-05-25
CUST_02157,Sanjay Mehta,1972-05-16,MQUFM8157B,sanjaymehta.2157@apexbankmail.com,919167484959,"549, Market Road",Mass Retail,,2025-12-27
CUST_02207,Rakesh Mishra,1965-02-05,MJMFM5065N,rakeshmishra.2207@apexbankmail.com,919086729281,"858, MG Road",Wealth,,2021-09-15
CUST_02225,Kavya Patel,1965-12-28,JYJZS9107J,kavyapatel.2225@outlook.com,916061035463,"999, Lake View Road",Mass Retail,,2022-08-29
CUST_02245,Arjun Rao,1972-04-14,ZGWPM6627K,arjunrao.2245@apexbankmail.com,917565846166,"629, Market Road",Mass Retail,,2025-11-15
CUST_02266,Kiran Patel,1960-03-15,YOPDY3012N,kiranpatel.2266@outlook.com,919411226284,"321, Market Road",Mass Retail,,2025-09-03
CUST_02292,Lakshmi Reddy,1967-10-07,FNTWU2963D,lakshmireddy.2292@yahoo.com,918943379023,"684, Lake View Road",Mass Retail,,2021-02-27
CUST_02313,Dev Mehta,1960-11-08,OWUKH6882E,devmehta.2313@gmail.com,918745650272,"177, Lake View Road",Wealth,,2023-01-06
CUST_02373,Divya Kumar,1995-06-12,GXEEY5222S,divyakumar.2373@outlook.com,918412387684,"283, Station Road",Mass Retail,,2026-07-27
CUST_02382,Charan Naidu,1990-07-22,FDGYQ6751W,charannaidu.2382@outlook.com,917427349609,"3, Lake View Road",Mass Retail,,2025-09-25
CUST_02436,Sneha Kulkarni,1990-10-11,HTGYI6297A,snehakulkarni.2436@yahoo.com,916055918622,"300, MG Road",Mass Retail,,2023-05-16
CUST_02552,Ananya Iyer,1949-10-03,LJUCL4943M,ananyaiyer.2552@apexbankmail.com,918086071620,"185, Station Road",Privileged,,2022-04-28
CUST_02585,Ananya Naidu,1961-11-18,TXLSB4458X,ananyanaidu.2585@gmail.com,919939927154,"259, Station Road",Mass Retail,,2023-11-05
CUST_02611,Ananya Iyer,1996-04-09,ZBRCD3618O,ananyaiyer.2611@outlook.com,918541995616,"972, MG Road",Wealth,,2021-03-24
CUST_02639,Priya Mehta,1959-06-01,EBCEV9175C,priyamehta.2639@yahoo.com,917009576674,"12, Station Road",Mass Retail,,2024-04-29
CUST_02648,Pranav Reddy,1965-07-09,UOTQV1593D,pranavreddy.2648@outlook.com,916525961996,"873, Park Street",Mass Retail,,2025-07-05
CUST_02651,Neha Kumar,2002-02-19,XJSJB2176M,nehakumar.2651@outlook.com,918387486405,"744, Lake View Road",Mass Retail,,2025-09-13
CUST_02670,Bhavya Agarwal,1979-03-06,IHNJB2614T,bhavyaagarwal.2670@yahoo.com,916339758723,"974, Station Road",Privileged,,2025-12-02
CUST_02696,Dev Rao,1991-07-18,NOUYH4563Y,devrao.2696@apexbankmail.com,917970100828,"848, Market Road",Mass Retail,,2025-06-15
CUST_02716,Arjun Iyer,2001-11-25,WICZN9878V,arjuniyer.2716@yahoo.com,917530783667,"340, Market Road",Mass Retail,,2021-02-20
CUST_02755,Ravi Joshi,1980-07-15,CPCUX1803V,ravijoshi.2755@apexbankmail.com,919319551129,"180, Lake View Road",Mass Retail,,2025-07-21
CUST_02799,Pooja Sharma,1973-02-02,AVJUW8541C,poojasharma.2799@apexbankmail.com,917449709679,"518, MG Road",Mass Retail,,2024-04-22
CUST_02806,Akash Naidu,1982-04-07,SGKZN6591Z,akashnaidu.2806@gmail.com,917213922806,"276, MG Road",Wealth,,2026-02-22
CUST_02825,Arvind Verma,1958-11-03,YYGQP2003C,arvindverma.2825@gmail.com,917157140464,"839, Lake View Road",Mass Retail,,2025-12-03
CUST_02829,Meera Kumar,1966-10-06,KGNWU2953I,meerakumar.2829@yahoo.com,919323786305,"320, MG Road",Mass Retail,,2024-10-20
CUST_02851,Karan Mehta,1996-02-07,OLSVY8584I,karanmehta.2851@apexbankmail.com,918366151151,"819, MG Road",Mass Retail,,2023-11-29
CUST_02853,Meera Joshi,1978-03-09,CPHFA4460A,meerajoshi.2853@yahoo.com,918477408406,"342, Lake View Road",Mass Retail,,2025-03-22
CUST_02913,Arjun Choudhary,1984-03-20,KLWUU5134W,arjunchoudhary.2913@gmail.com,916346823626,"311, MG Road",Wealth,,2024-10-10
CUST_02953,Shreya Desai,1955-03-25,ASLBW2535Z,shreyadesai.2953@yahoo.com,918419130230,"783, MG Road",Mass Retail,,2023-02-06
CUST_02997,Priya Gupta,1976-05-18,NVSKO5810V,priyagupta.2997@gmail.com,919275754609,"572, Station Road",Mass Retail,,2024-09-13
CUST_03000,Shreya Iyer,1959-12-19,RRSWG2709C,shreyaiyer.3000@apexbankmail.com,917008764567,"607, Park Street",Mass Retail,,2023-01-18
CUST_03045,Yash Sharma,1971-02-24,JJBNJ4108O,yashsharma.3045@yahoo.com,917763295641,"480, Park Street",Mass Retail,,2021-05-15
CUST_03049,Aditi Agarwal,1977-02-11,XUSGI7897W,aditiagarwal.3049@outlook.com,918937638641,"298, Station Road",Mass Retail,,2023-05-08
CUST_03134,Priya Gupta,2000-08-18,LOWCS1178R,priyagupta.3134@gmail.com,918586872714,"124, MG Road",Privileged,,2026-02-12
CUST_03136,Arjun Verma,2003-11-11,MLWKK2173P,arjunverma.3136@gmail.com,917944962278,"216, Lake View Road",Wealth,,2022-08-24
CUST_03169,Charan Agarwal,1992-08-11,IGOCG9295X,charanagarwal.3169@gmail.com,918279746026,"253, Market Road",Mass Retail,,2025-07-21
CUST_03219,Nikhil Patel,1990-05-14,LHBOW6437W,nikhilpatel.3219@apexbankmail.com,917296493190,"138, Station Road",Mass Retail,,2023-06-17
CUST_03235,Priya Patel,1983-05-12,YOJRQ1671F,priyapatel.3235@apexbankmail.com,917271180358,"41, Park Street",Mass Retail,,2026-06-02
CUST_03277,Divya Patel,1968-07-28,AQBZM3376B,divyapatel.3277@yahoo.com,916310699416,"887, Station Road",Privileged,,2024-05-10
CUST_03297,Lakshmi Mishra,1964-09-20,WYPLD9288G,lakshmimishra.3297@apexbankmail.com,917580953269,"519, Market Road",Privileged,,2024-07-27
CUST_03523,Pooja Mehta,1970-08-21,GDOFB2425A,poojamehta.3523@outlook.com,917784559014,"938, Park Street",Mass Retail,,2024-08-22
CUST_03621,Arvind Joshi,1957-12-24,JBFUV7061B,arvindjoshi.3621@outlook.com,918945231373,"903, Lake View Road",Privileged,,2026-05-13
CUST_03727,Kavya Mehta,1958-03-18,XTCVR3597P,kavyamehta.3727@outlook.com,918257386877,"275, Station Road",Mass Retail,,2022-11-12
CUST_03742,Sahil Kumar,1991-01-17,NVRYS8061G,sahilkumar.3742@gmail.com,919178876410,"959, MG Road",Mass Retail,,2023-01-10
CUST_03777,Pranav Iyer,1981-08-07,WLMBD6857N,pranaviyer.3777@yahoo.com,916654489468,"411, Station Road",Wealth,,2023-12-27
CUST_03805,Rahul Kulkarni,2000-08-26,PRZQK4944V,rahulkulkarni.3805@outlook.com,919936481472,"889, MG Road",Wealth,,2022-02-24
CUST_03808,Aditya Sharma,1977-06-02,MDWQR8385G,adityasharma.3808@yahoo.com,917054214479,"489, MG Road",Mass Retail,,2026-01-11
CUST_03828,Vikas Iyer,1990-01-27,DPYDK2619S,vikasiyer.3828@outlook.com,916802626327,"143, Station Road",Mass Retail,,2023-05-06
CUST_03849,Akash Joshi,1958-09-01,QXUFF4581A,akashjoshi.3849@outlook.com,916830357442,"311, Station Road",Mass Retail,,2022-09-06
CUST_03862,Sahil Rao,1986-02-11,HPPGJ5190V,sahilrao.3862@apexbankmail.com,919582820429,"793, Lake View Road",Mass Retail,,2025-12-13
CUST_03864,Neha Gupta,1953-09-11,GVRUT8526E,nehagupta.3864@outlook.com,919398167360,"212, Park Street",Mass Retail,,2026-03-10
CUST_03867,Ishita Joshi,1949-11-01,IEPWH1922W,ishitajoshi.3867@yahoo.com,919794290900,"562, Market Road",Mass Retail,,2021-01-04
CUST_03878,Ishita Kulkarni,1953-02-07,PSTUI2133C,ishitakulkarni.3878@apexbankmail.com,918603765664,"632, Park Street",Mass Retail,,2022-02-22
CUST_03880,Mohan Menon,1950-09-21,GDNIC7664H,mohanmenon.3880@apexbankmail.com,916503490171,"990, Station Road",Mass Retail,,2022-11-17
CUST_03885,Arvind Singh,1985-08-01,OKGCL8090S,arvindsingh.3885@outlook.com,918051232424,"182, Market Road",Mass Retail,,2023-01-21
CUST_03949,Varun Patel,1979-01-16,TAZJP8502I,varunpatel.3949@gmail.com,919432949154,"755, Market Road",Privileged,,2021-03-04
CUST_03972,Kavya Bose,2000-01-04,ABCDE123,kavyabose.3972@gmail.com,919357147492,"990, Lake View Road",Privileged,,2021-02-09
CUST_04013,Aditya Gupta,1974-10-14,ESJGR5545X,adityagupta.4013@outlook.com,917213208577,"484, Park Street",Mass Retail,,2022-05-05
CUST_04071,Divya Sharma,1972-08-06,XFRMF3296G,divyasharma.4071@outlook.com,917306666553,"149, Park Street",Mass Retail,,2024-06-07
CUST_04149,Sahil Singh,2000-06-26,TIUQZ2180W,sahilsingh.4149@gmail.com,916203974958,"576, Lake View Road",Privileged,,2024-08-11
CUST_04155,Lakshmi Iyer,1980-04-23,MJKXH1818V,lakshmiiyer.4155@apexbankmail.com,917211281659,"540, Market Road",Privileged,,2025-11-29
CUST_04173,Dev Choudhary,1981-07-13,ELJZN2796K,devchoudhary.4173@gmail.com,919764936528,"307, Market Road",Mass Retail,,2023-07-24
CUST_04217,Ravi Rao,1958-08-11,BOLFX3831G,ravirao.4217@apexbankmail.com,918594822426,"552, Lake View Road",Mass Retail,,2022-09-25
CUST_04286,Sneha Singh,1963-09-06,LOPGA4847H,snehasingh.4286@apexbankmail.com,919800261535,"725, Park Street",Wealth,,2023-11-04
CUST_04317,Gaurav Joshi,1984-07-02,MUEGB2722M,gauravjoshi.4317@outlook.com,917052194355,"82, MG Road",Mass Retail,,2021-10-03
CUST_04323,Nandini Singh,2004-12-03,JTSQA9125N,nandinisingh.4323@gmail.com,917714776100,"418, Station Road",Mass Retail,,2024-10-12
CUST_04360,Ananya Agarwal,1987-08-01,SROWV8764D,ananyaagarwal.4360@gmail.com,916818896231,"15, Park Street",Mass Retail,,2025-02-26
CUST_04377,Pranav Rao,1962-04-27,ARQII4630Z,pranavrao.4377@outlook.com,919854046156,"951, Park Street",Mass Retail,,2023-09-30
CUST_04484,Neha Kulkarni,1996-12-10,ZDTAS3556U,nehakulkarni.4484@apexbankmail.com,919373341391,"763, MG Road",Mass Retail,,2023-01-23
CUST_04512,Charan Desai,1990-06-10,PVWDH4271E,charandesai.4512@yahoo.com,917363512049,"787, Lake View Road",Privileged,,2023-10-16
CUST_04573,Riya Kulkarni,1969-03-20,KUEVT7449B,riyakulkarni.4573@yahoo.com,917739227481,"632, Park Street",Mass Retail,,2024-07-02
CUST_04676,Vikas Kulkarni,1955-08-20,QYVZQ6812S,vikaskulkarni.4676@outlook.com,916792116008,"282, Park Street",Mass Retail,,2024-02-03
CUST_04730,Aditi Agarwal,1993-02-18,JISPD4661G,aditiagarwal.4730@apexbankmail.com,917254166267,"97, Market Road",Mass Retail,,2025-08-10
CUST_04826,Varun Iyer,1969-05-22,CYGUW4538F,varuniyer.4826@apexbankmail.com,917760625673,"266, MG Road",Privileged,,2026-01-19
CUST_04831,Srinivas Mishra,1995-09-17,OGVDM3030V,srinivasmishra.4831@gmail.com,917681128322,"318, MG Road",Mass Retail,,2022-10-08
CUST_04855,Aditi Bose,1962-11-25,QVUNF1906U,aditibose.4855@gmail.com,919929983820,"690, Market Road",Mass Retail,,2025-04-12
CUST_04895,Priya Rao,2002-04-07,EYXZF2902K,priyarao.4895@outlook.com,917191525449,"860, Lake View Road",Mass Retail,,2024-01-05
CUST_04907,Rakesh Sharma,1999-12-28,ZRMUY6200M,rakeshsharma.4907@gmail.com,916262634918,"228, Park Street",Mass Retail,,2025-09-23
CUST_04921,Akash Naidu,1956-05-10,YHBGU7691L,akashnaidu.4921@gmail.com,916129047638,"541, Station Road",Mass Retail,,2021-11-27
CUST_04962,Varun Gupta,1990-03-25,LRITR1212N,varungupta.4962@apexbankmail.com,919831967091,"406, MG Road",Mass Retail,,2025-09-05
CUST_05031,Riya Menon,1991-11-14,FQNTO3782G,riyamenon.5031@outlook.com,918627759116,"273, MG Road",Mass Retail,,2022-12-08
CUST_05055,Varun Desai,1965-12-11,ZMYZJ8961C,varundesai.5055@gmail.com,919025715171,"259, Market Road",Mass Retail,,2025-10-24
CUST_05082,Vikas Nair,1977-11-14,KVIKT7514Q,vikasnair.5082@outlook.com,918752054748,"89, Park Street",Privileged,,2021-04-18
CUST_05088,Rahul Rao,1979-04-15,QPTBU8143X,rahulrao.5088@apexbankmail.com,917176967226,"532, MG Road",Privileged,,2026-06-02
CUST_05183,Aarav Patel,1948-04-28,BSDWF3153U,aaravpatel.5183@outlook.com,916506786058,"460, Station Road",Mass Retail,,2025-04-21
CUST_05187,Pooja Gupta,1948-02-06,DJBUO9216D,poojagupta.5187@outlook.com,918583424701,"205, Lake View Road",Mass Retail,,2025-07-04
CUST_05217,Rohan Menon,1964-03-01,VNEBD4913I,rohanmenon.5217@outlook.com,919930479968,"148, Lake View Road",Mass Retail,,2025-03-13
CUST_05244,Akash Desai,1993-12-02,BKSZE7952K,akashdesai.5244@yahoo.com,919556743423,"684, Station Road",Privileged,,2025-07-11
CUST_05296,Sanjay Iyer,1977-11-16,QVMIA3314C,sanjayiyer.5296@yahoo.com,917481054889,"799, Market Road",Wealth,,2023-01-08
CUST_05319,Arjun Desai,1954-12-21,ERIQR8396V,arjundesai.5319@outlook.com,917430764359,"963, MG Road",Mass Retail,,2025-04-25
CUST_05322,Yash Rao,1988-09-09,ZXXWH8898U,yashrao.5322@outlook.com,917685217543,"676, Market Road",Mass Retail,,2021-05-23
CUST_05368,Kiran Verma,2001-09-22,YQCBI5189B,kiranverma.5368@gmail.com,917874391550,"729, Lake View Road",Mass Retail,,2026-06-12
CUST_05436,Dev Kulkarni,1955-05-25,NMYLX8542O,devkulkarni.5436@outlook.com,919157136993,"798, Market Road",Mass Retail,,2025-12-07
CUST_05443,Lakshmi Nair,1967-02-08,JCXUA5002T,lakshminair.5443@apexbankmail.com,917243473684,"71, Station Road",Wealth,,2023-12-02
CUST_05488,Ravi Rao,1990-08-26,KTOKF7269E,ravirao.5488@yahoo.com,919906639788,"52, MG Road",Mass Retail,,2025-07-09
CUST_05533,Raj Bose,1965-07-12,QGZOS4472N,rajbose.5533@gmail.com,918251322632,"844, Park Street",Mass Retail,,2022-10-14
CUST_05594,Nandini Kumar,1961-09-02,KGWZC1783C,nandinikumar.5594@gmail.com,916347324762,"503, Lake View Road",Mass Retail,,2025-11-07
CUST_05597,Yash Kumar,1972-01-26,IGQWE4590X,yashkumar.5597@outlook.com,916718006722,"870, Market Road",Privileged,,2021-06-17
CUST_05619,Aditi Joshi,1994-09-13,ELYOB8812N,aditijoshi.5619@outlook.com,918509197047,"785, Lake View Road",Mass Retail,,2024-06-10
CUST_05628,Ravi Sharma,1954-09-25,SHLXO6125X,ravisharma.5628@apexbankmail.com,917102396610,"514, Park Street",Mass Retail,,2024-04-12
CUST_05650,Vikas Mehta,1968-04-15,IZOCD3169O,vikasmehta.5650@apexbankmail.com,917368691948,"912, MG Road",Privileged,,2025-06-27
CUST_05661,Yash Naidu,1993-12-27,BSXKD8028T,yashnaidu.5661@apexbankmail.com,919108077485,"630, Park Street",Privileged,,2021-07-06
CUST_05690,Kavya Patel,1950-07-08,TZFYQ4337N,kavyapatel.5690@apexbankmail.com,918635755029,"858, Lake View Road",Mass Retail,,2024-07-22
CUST_05740,Aditya Iyer,1986-04-11,OSHCZ3682P,adityaiyer.5740@yahoo.com,919393467488,"889, Station Road",Privileged,,2023-08-10
CUST_05774,Riya Naidu,1981-04-17,WQLTD3369S,riyanaidu.5774@apexbankmail.com,919927007844,"937, Park Street",Mass Retail,,2022-03-22
CUST_05785,Sneha Mehta,1961-09-03,PCGIR3580L,snehamehta.5785@gmail.com,919138708295,"362, Park Street",Mass Retail,,2024-06-26
CUST_05787,Varun Joshi,1994-07-02,TODBD1704K,varunjoshi.5787@apexbankmail.com,918398314969,"193, Market Road",Wealth,,2023-08-09
CUST_05800,Aditya Naidu,1951-03-23,NOQKI2257Q,adityanaidu.5800@yahoo.com,916202119945,"542, Market Road",Mass Retail,,2021-07-18
CUST_05876,Sanjay Menon,1985-07-19,FHOAQ2356S,sanjaymenon.5876@outlook.com,918755289016,"580, Lake View Road",Wealth,,2022-09-01
CUST_05888,Divya Menon,1967-02-08,SQKIY5376O,divyamenon.5888@apexbankmail.com,916885087843,"443, Market Road",Mass Retail,,2021-10-05
CUST_05980,Rahul Bose,1977-06-07,RXUDC3047M,rahulbose.5980@yahoo.com,916758375895,"152, Lake View Road",Privileged,,2025-02-18
CUST_06014,Akash Kulkarni,1960-03-12,DJCNE7499D,akashkulkarni.6014@gmail.com,918356279611,"821, Park Street",Mass Retail,,2023-08-04
CUST_06021,Pooja Naidu,1975-05-11,WFEAF3147M,poojanaidu.6021@apexbankmail.com,918626498798,"142, Park Street",Mass Retail,,2024-01-30
