Customer_ID,Name,DOB,PAN,Email,Phone,Address,Segment,KYC_Status,Onboarding_Date,Name_raw,PAN_raw,Email_raw,Phone_raw,Segment_raw,KYC_Status_raw
CUST_00072,Yash Verma,1992-04-17,OFCBM2542Y,yashverma.72@yahoo.com,+917064554374,"654, MG Road",Mass Retail,Completed,2024-12-03,Yash Verma,OFCBM2542Y,yashverma.72@yahoo.com,917064554374,Mass Retail,Completed
CUST_00073,Kiran Nair,1954-05-13,OSWPW9840Y,kirannair.73@apexbankmail.com,+918521926437,"487, MG Road",Privileged,,2023-12-06,Kiran Nair,OSWPW9840Y,kirannair.73@apexbankmail.com,918521926437,Privileged,
CUST_00074,Lakshmi Singh,1975-11-19,MATES8201E,lakshmisingh.74@outlook.com,+917360021618,"551, Park Street",Mass Retail,Completed,2021-09-06,Lakshmi Singh,MATES8201E,lakshmisingh.74@outlook.com,917360021618,Mass Retail,Completed
CUST_00075,Arvind Iyer,1968-11-28,OWCYI4036F,arvindiyer.75@outlook.com,+917276963172,"124, Market Road",Mass Retail,Completed,2022-07-23,Arvind Iyer,OWCYI4036F,arvindiyer.75@outlook.com,917276963172,Mass Retail,Completed
CUST_00076,Rakesh Menon,1972-05-15,SIXEH6268C,rakeshmenon.76@gmail.com,+919004269929,"722, Station Road",Mass Retail,Completed,2022-02-28,Rakesh Menon,SIXEH6268C,rakeshmenon.76@gmail.com,919004269929,Mass Retail,Completed
CUST_00077,Charan Iyer,1978-01-08,LDYSM9285R,charaniyer.77@apexbankmail.com,+918702733305,"834, Station Road",Mass Retail,Completed,2023-07-13,Charan Iyer,LDYSM9285R,charaniyer.77@apexbankmail.com,918702733305,Mass Retail,Completed
CUST_00078,Bhavya Verma,1970-08-17,LWGOL2727I,bhavyaverma.78@gmail.com,+918753384534,"906, Market Road",Mass Retail,Completed,2024-12-18,Bhavya Verma,LWGOL2727I,bhavyaverma.78@gmail.com,918753384534,Mass Retail,Completed
CUST_00079,Gaurav Kulkarni,1955-06-03,VLNWR8699J,gauravkulkarni.79@outlook.com,+916483302319,"143, Lake View Road",Mass Retail,Completed,2026-07-11,Gaurav Kulkarni,VLNWR8699J,gauravkulkarni.79@outlook.com,916483302319,Mass Retail,Completed
CUST_00080,Harish Desai,1955-01-05,TAWCU1894V,harishdesai.80@outlook.com,+919571521719,"801, MG Road",Mass Retail,Completed,2024-08-04,Harish Desai,TAWCU1894V,harishdesai.80@outlook.com,919571521719,Mass Retail,Completed
CUST_00081,Nandini Rao,1980-04-01,HVFVH4728Q,nandinirao.81@outlook.com,+919098106628,"574, Market Road",Wealth,Completed,2026-08-01,Nandini Rao,HVFVH4728Q,nandinirao.81@outlook.com,919098106628,Wealth,Completed
CUST_00082,Gaurav Verma,1953-05-20,EJXBT9988N,gauravverma.82@outlook.com,+916178594071,"635, Park Street",Mass Retail,Completed,2026-06-21,Gaurav Verma,EJXBT9988N,gauravverma.82@outlook.com,916178594071,Mass Retail,Completed
CUST_00083,Priya Menon,1953-07-25,UMILG4576W,priyamenon.83@yahoo.com,+919813128768,"235, MG Road",Privileged,Completed,2024-09-12,Priya Menon,UMILG4576W,priyamenon.83@yahoo.com,919813128768,Privileged,Completed
CUST_00084,Deepa Kumar,1984-06-12,ZZIZY1378H,missingdomain,+919689668667,"980, Park Street",Mass Retail,Completed,2024-08-02,Deepa Kumar,ZZIZY1378H,missingdomain,919689668667,Mass Retail,Completed
CUST_00085,Riya Gupta,1985-03-01,XEIQW1692D,riyagupta.85@outlook.com,+916933715024,"854, Park Street",Mass Retail,Completed,2022-02-25,Riya Gupta,XEIQW1692D,riyagupta.85@outlook.com,916933715024,Mass Retail,Completed
CUST_00086,Sahil Joshi,1962-02-18,JXNOA3985H,sahiljoshi.86@gmail.com,+918212357656,"752, Park Street",Privileged,Completed,2023-08-17,Sahil Joshi,JXNOA3985H,sahiljoshi.86@gmail.com,918212357656,Privileged,Completed
CUST_00087,Harish Mehta,1979-03-01,VZGKQ2307G,harishmehta.87@outlook.com,+916107135063,"278, Market Road",Privileged,Failed,2022-01-03,Harish Mehta,VZGKQ2307G,harishmehta.87@outlook.com,916107135063,Privileged,Failed
CUST_00088,Ravi Verma,1959-03-11,DFXAH1442S,raviverma.88@apexbankmail.com,+919179183369,"865, Park Street",Privileged,Completed,2023-07-30,Ravi Verma,DFXAH1442S,raviverma.88@apexbankmail.com,919179183369,Privileged,Completed
CUST_00089,Ananya Rao,1968-10-21,DWNOB5654D,ananyarao.89@gmail.com,+919233810379,"88, Lake View Road",Privileged,Completed,2023-03-26,Ananya Rao,DWNOB5654D,ananyarao.89@gmail.com,919233810379,Privileged,Completed
CUST_00090,Divya Choudhary,1983-02-14,QZRYT4263G,divyachoudhary.90@yahoo.com,+917756954513,"874, MG Road",Privileged,Completed,2021-12-24,Divya Choudhary,QZRYT4263G,divyachoudhary.90@yahoo.com,917756954513,Privileged,Completed
CUST_00091,Bhavya Desai,1963-02-22,ELDBN8132O,bhavyadesai.91@yahoo.com,+918024039640,"304, MG Road",Privileged,Completed,2024-05-20,Bhavya Desai,ELDBN8132O,bhavyadesai.91@yahoo.com,918024039640,Privileged,Completed
CUST_00092,Rahul Menon,1948-04-06,LKECA1803Q,rahulmenon.92@yahoo.com,+919790888025,"48, MG Road",Wealth,Completed,2025-12-13,Rahul Menon,LKECA1803Q,rahulmenon.92@yahoo.com,919790888025,Wealth,Completed
CUST_00093,Sanjay Verma,1991-07-19,LWKAG9506Z,sanjayverma.93@outlook.com,+917914032454,"845, Lake View Road",Mass Retail,Completed,2021-10-16,Sanjay Verma,LWKAG9506Z,sanjayverma.93@outlook.com,917914032454,Mass Retail,Completed
CUST_00094,Shreya Mehta,1973-11-25,YPBQU1554G,shreyamehta.94@yahoo.com,+919418166211,"29, Station Road",Mass Retail,Completed,2027-05-06,Shreya Mehta,YPBQU1554G,shreyamehta.94@yahoo.com,919418166211,Mass Retail,Completed
CUST_00095,Dev Joshi,1978-08-11,CCFXU1481K,devjoshi.95@outlook.com,+918775607250,"521, Lake View Road",Privileged,Completed,2022-11-22,Dev Joshi,CCFXU1481K,devjoshi.95@outlook.com,918775607250,Privileged,Completed
CUST_00096,Srinivas Sharma,1957-12-11,RDHUF2260W,srinivassharma.96@outlook.com,+918191117203,"453, Lake View Road",Mass Retail,Pending,2021-06-20,Srinivas Sharma,RDHUF2260W,srinivassharma.96@outlook.com,918191117203,Mass Retail,Pending
CUST_00097,Karan Kumar,1991-08-09,LIULG8193K,karankumar.97@gmail.com,+916439746708,"234, MG Road",Privileged,,2024-06-19,Karan Kumar,LIULG8193K,karankumar.97@gmail.com,916439746708,Privileged,
CUST_00098,Lakshmi Mishra,1991-06-20,BAOYZ6729N,lakshmimishra.98@gmail.com,+919334647549,"937, Lake View Road",Mass Retail,Completed,2025-12-28,Lakshmi Mishra,BAOYZ6729N,lakshmimishra.98@gmail.com,919334647549,Mass Retail,Completed
CUST_00099,Aditi Kulkarni,1987-02-07,PNEVG4321E,aditikulkarni.99@gmail.com,+917579876508,"512, Lake View Road",Mass Retail,,2021-02-02,Aditi Kulkarni,PNEVG4321E,aditikulkarni.99@gmail.com,917579876508,Mass Retail,
CUST_00100,Mohan Agarwal,2001-08-19,SWOOW7500J,mohanagarwal.100@gmail.com,+917753796092,"312, Lake View Road",Mass Retail,Completed,2023-01-01,Mohan Agarwal,SWOOW7500J,mohanagarwal.100@gmail.com,917753796092,Mass Retail,Completed
CUST_00101,Lakshmi Kumar,2000-11-11,UJNLP3001D,lakshmikumar.101@yahoo.com,+916792837978,"445, Station Road",Mass Retail,Completed,2025-02-09,Lakshmi Kumar,UJNLP3001D,lakshmikumar.101@yahoo.com,916792837978,Mass Retail,Completed
CUST_00102,Nandini Reddy,1954-07-04,OPKCL9689Y,nandinireddy.102@apexbankmail.com,+919592068305,"6, Market Road",Wealth,Completed,2021-08-19,Nandini Reddy,OPKCL9689Y,nandinireddy.102@apexbankmail.com,919592068305,Wealth,Completed
CUST_00103,Rakesh Desai,1992-08-16,YRHIT2841S,rakeshdesai.103@yahoo.com,+918277461300,"56, Lake View Road",Mass Retail,Completed,2026-06-01,Rakesh Desai,YRHIT2841S,rakeshdesai.103@yahoo.com,918277461300,Mass Retail,Completed
CUST_00104,Neha Kulkarni,1990-12-10,MBSGT7476R,nehakulkarni.104@apexbankmail.com,+918914790961,"469, Park Street",Wealth,Completed,2021-04-03,Neha Kulkarni,MBSGT7476R,nehakulkarni.104@apexbankmail.com,918914790961,Wealth,Completed
CUST_00105,Pranav Naidu,1978-03-02,LKRVG7915T,pranavnaidu.105@outlook.com,+919624673085,"161, Park Street",Mass Retail,Failed,2024-06-15,Pranav Naidu,LKRVG7915T,pranavnaidu.105@outlook.com,919624673085,Mass Retail,Failed
CUST_00106,Pranav Verma,1951-04-02,AOFXN5050E,pranavverma.106@gmail.com,+918583365338,"464, Station Road",Mass Retail,Pending,2021-05-17,Pranav Verma,AOFXN5050E,pranavverma.106@gmail.com,918583365338,Mass Retail,Pending
CUST_00107,Yash Gupta,1957-10-17,AQDMJ5688D,yashgupta.107@yahoo.com,+916117961513,"72, Station Road",Privileged,Completed,2024-12-25,Yash Gupta,AQDMJ5688D,yashgupta.107@yahoo.com,916117961513,Privileged,Completed
